-73.098,41.651,BLAC/Black Rock State Park  SP PH:860.283.8088 early may-late sep  SITES:100  AMEN:NH DP RS approx 2.1 mi SW of Thomaston 41.651 -73.098,BLAC,Black Rock State Park,SP
-72.342,41.484,DEVI/Devils Hopyard State Park  SP PH:860.526.2336 mid apr-late sep  SITES:20  AMEN:NH RS approx 7.0 mi E of East Haddam 41.484 -72.342,DEVI,Devils Hopyard State Park,SP
-71.811,41.534,GREE/Green Falls - Pachaug State Forest  SF PH:860.376.4075   SITES:20  AMEN:NH NR  41.534 -71.811,GREE,Green Falls - Pachaug State Forest,SF
-72.556,41.265,HAMM/Hammonasset State Park  SP PH:203.245.1817 early jun-late sep  SITES:550  AMEN:E DP DW SH RS approx 0.1 mi E of Madison 41.265 -72.556,HAMM,Hammonasset State Park,SP
-73.004,41.935,HAWS/Haws Memorial - American Legion State Forest  SF PH:860. 379.0922 mid apr-late sep  SITES:30  AMEN:NH RS PA approx 4.6 mi W of Barkhamsted 41.935 -73.004,HAWS,Haws Memorial - American Legion State Forest,SF
-71.926,41.602,HOPE/Hopeville Pond State Park  SP PH:860.376.2920 mid may-late sep  SITES:80  AMEN:E DP RS approx 1.2 mi N  of Griswold 41.602 -71.926,HOPE,Hopeville Pond State Park,SP
-73.377,41.823,HOUS/Housatonic Meadows State Park  SP PH:860.672.6772 mid apr-late sep  SITES:100  AMEN:NH DP DW SH RS approx 6.4 mi SE of Sharon 41.823 -73.377,HOUS,Housatonic Meadows State Park,SP
-73.205,41.421,KETT/Kettletown State Park  SP PH:203.264.5169 mid may-late sep  SITES:65  AMEN:E DP RS approx 4.0 mi S  of Southbury 41.421 -73.205,KETT,Kettletown State Park,SP
-73.384,41.709,LAKE/Lake Waramaug State Park  SP PH:860.868.0220 mid may-late sep  SITES:75  AMEN:NH DP RS approx 4.9 mi E of Kent 41.709 -73.384,LAKE,Lake Waramaug State Park,SP
-73.494,41.777,MACE/Macedonia Brook State Park  SP PH:860.927.3238 mid apr-late sep  SITES:50  AMEN:NH RS approx 3.7 mi N  of Kent 41.777 -73.494,MACE,Macedonia Brook State Park,SP
-71.985,41.859,MASH/Mashamoquet Brook State Park  SP PH:860.928.6121 early jun-late sep  SITES:20  AMEN:NH DP RS approx 2.3 mi SW of Pomfret Center 41.859 -71.985,MASH,Mashamoquet Brook State Park,SP
-71.869,41.593,MOUN/Mount Misery - Pachaug State Forest  SF PH:860.376.4075   SITES:20  AMEN:NR approx 1.4 mi N  of Voluntown 41.593 -71.869,MOUN,Mount Misery - Pachaug State Forest,SF
-73.224,41.71,POIN/Point Folly - White Memorial  CP PH:860.567.0089   SITES:45  AMEN:NH DP approx 1.2 mi SE of Bantam 41.71 -73.224,POIN,Point Folly - White Memorial,CP
-72.243,41.31,ROCK/Rocky Neck State Park  SP PH:860.739.5471   SITES:150  AMEN:NH DP DW SH RS approx 2.8 mi SW of Niantic 41.31 -72.243,ROCK,Rocky Neck State Park,SP
-72.093,41.651,SALT/Salt Rock State Park  SP PH:860.822.0884 mid may-late sep  SITES:71  AMEN:WES DP FT DW SH RS PA approx 2.4 mi N  of Baltic 41.651 -72.093,SALT,Salt Rock State Park,SP
-71.894,41.954,WEST/West Thompson Lake  COE PH:860.923.3121 mid may-late aug  SITES:20  AMEN:WE DP 45ft DW SH RS  41.954 -71.894,WEST,West Thompson Lake,COE
-73.216,41.727,WIND/Windmill Hill - White Memorial  CP PH:860.567.0089   SITES:45  AMEN:NH DP approx 2.0 mi SW of Litchfield 41.727 -73.216,WIND,Windmill Hill - White Memorial,CP
-71.971,41.852,WOLF/Wolf Den - Mashamoquet Brook State Park  SP PH:860.928.6121 early jun-late sep  SITES:35  AMEN:RS approx 2.5 mi S  of Pomfret Center 41.852 -71.971,WOLF,Wolf Den - Mashamoquet Brook State Park,SP
-75.117,38.78,CAPE/Cape Henlopen State Park  SP PH:302.645.8983 early mar-late nov  SITES:155  AMEN:NH DP DW SH RS PA approx 1.3 mi E of Lewes 38.78 -75.117,CAPE,Cape Henlopen State Park,SP
-75.066,38.606,DELA/Delaware Seashore State Park  SP PH:302.539.7202 early mar-late nov  SITES:330  AMEN:WES DP DW SH RS PA approx 8.0 mi S  of Rehoboth Beach 38.606 -75.066,DELA,Delaware Seashore State Park,SP
-75.457,39.114,DOVE/Dover AFB Military  MIL PH:302.677.3959  COMM:military only - do not use our lat/lon - contact them for directions and info   AMEN:RS approx 4.7 mi SE of Dover 39.114 -75.457,DOVE,Dover AFB Military,MIL
-75.534,38.979,KILL/Killens Pond State Park  SP PH:302.284.3412 all year  SITES:75  AMEN:WE DP DW SH RS PA approx 3.1 mi SE of Felton 38.979 -75.534,KILL,Killens Pond State Park,SP
-75.718,39.548,LUMS/Lums Pond State Park  SP PH:302.368.6989 early mar-late dec  SITES:70  AMEN:NH DP DW SH RS approx 2.0 mi SW of Kirkwood 39.548 -75.718,LUMS,Lums Pond State Park,SP
-75.6,38.645,SORO/Soroptimist Park  CP   COMM:unknown facilities SITES:20  AMEN:E approx  mi  of Seaford 38.645 -75.6,SORO,Soroptimist Park,CP
-75.476,38.53,TRAP/Trap Pond State Park  SP PH:302.875.2392 early mar-late nov  SITES:140  AMEN:E DP DW SH RS PA approx 5.5 mi E of Laurel 38.53 -75.476,TRAP,Trap Pond State Park,SP
-72.533,42.608,BART/Barton Cove  UTIL PH:413.863.9300   SITES:30  AMEN:NH SH approx 2.8 mi SW of Gill 42.608 -72.533,BART,Barton Cove,UTIL
-73.292,42.205,BEAR/Beartown State Forest  SF PH:413.528.0904 early jun-late aug  SITES:12 EL:1643 AMEN:NH ND VT DW NS RS PA L$ approx 4.5 mi NW of Monterey 42.205 -73.292,BEAR,Beartown State Forest,SF
-70.593,41.751,BOUR/Bourne Scenic City Park  CP PH:508.759.7873 mid apr-mid oct  SITES:458  AMEN:WE DP DW SH approx 0.7 mi NE of Bourne 41.751 -70.593,BOUR,Bourne Scenic City Park,CP
