-110.861,32.18,AGAV/Agave Gulch Military  MIL PH:520.747.9144  COMM:voted best - military only - do not use our lat/lon - contact them for directions and info SITES:193 EL:2674 AMEN:WES FT DW NR  32.18 -110.861,AGAV,Agave Gulch Military,MIL
-113.579,34.231,ALAM/Alamo Lake State Park  SP PH:928.669.2088 all year  SITES:80  AMEN:E DP 35ft FT DW SH RS approx 28.3 mi N  of Wenden 34.231 -113.579,ALAM,Alamo Lake State Park,SP
-109.153,33.895,ALPI/Alpine Divide  NF PH:928.339.4384/928.333.4301 mid may-mid sep  SITES:12 EL:8579 AMEN:NH ND 24ft VT DW NS NR L$ approx 3.3 mi N  of Alpine 33.895 -109.153,ALPI,Alpine Divide,NF
-112.561,34.589,ALTO/Alto Pit  NF PH:928.443.8000/928.443.8210  COMM:Off highway vehicle camp SITES:10 EL:6097 AMEN:NH ND VT NW NS NR approx 6.3 mi NW of Prescott 34.589 -112.561,ALTO,Alto Pit,NF
-110.366,31.56,APAF/Apache Flats Military -  Fort Huachuca  MIL PH:520.533.1335  COMM:voted best - military only - do not use our lat/lon - contact them for directions and info  EL:4946 AMEN:E DP FT DW SH RS approx 5.3 mi W of Sierra Vista 31.56 -110.366,APAF,Apache Flats Military -  Fort Huachuca,MIL
-109.819,32.649,ARCA/Arcadia  NF PH:928.428.4150/520.388.8300   SITES:19 EL:6709 AMEN:NH ND 22ft VT DW NS NR L$ approx 14.4 mi SW of Safford 32.649 -109.819,ARCA,Arcadia,NF
-111.409,35.018,ASHU/Ashurst Lake  NF PH:928.774.1147/928.527.3600   SITES:25 EL:7152 AMEN:NH ND 22ft VT DW NS NR N$ approx 18.2 mi SE of Flagstaff 35.018 -111.409,ASHU,Ashurst Lake,NF
-110.946,34.327,ASPN/Aspen  NF PH:928.537.8888/928.333.4301 mid apr-mid nov  SITES:148 EL:7635 AMEN:NH ND 32ft VT DW NS NR approx 22.6 mi E of Payson 34.327 -110.946,ASPN,Aspen,NF
-109.314,33.807,ASPE/Aspen  NF PH:928.339.4384/928.333.4301   SITES:6 EL:7831 AMEN:NH DP 25ft VT DW NS RS PA L$  33.807 -109.314,ASPE,Aspen,NF
-111.204,33.714,BACH/Bachelors Cove  NF PH:928.467.3201/602.225.5201 all year  SITES:100 EL:2146 AMEN:NH ND VT NW NS NR approx 5.2 mi NW of Roosevelt 33.714 -111.204,BACH,Bachelors Cove,NF
-111.639,33.84,BART/Bartlett Flat  NF PH:928.474.7901/602.225.5201  COMM:dispersed - primitive  EL:1854 AMEN:NH ND VT NW NS NR approx 16.1 mi E of Carefree 33.84 -111.639,BART,Bartlett Flat,NF
-109.307,31.781,BATH/Bathtub  NF PH:520.364.3468/520.388.8300   SITES:11 EL:6132 AMEN:NH NR approx 23.3 mi E of Elfrida 31.781 -109.307,BATH,Bathtub,NF
-111.714,34.67,BEAV/Beaver Creek  NF PH:928.203.7501/928.527.3600   SITES:13 EL:3793 AMEN:NH ND 22ft VT DW NS NR approx 10.8 mi NE of Camp Verde 34.67 -111.714,BEAV,Beaver Creek,NF
-109.449,34.044,BENN/Benny Creek  NF PH:928.333.4372/928.333.4301 mid may-mid sep  SITES:24 EL:8278 AMEN:NH DP 24ft VT DW NS NR L$ approx 10.1 mi SW of Eagar 34.044 -109.449,BENN,Benny Creek,NF
-111.226,33.746,BERM/Bermuda Flat  NF PH:928.467.3201/602.225.5201  COMM:dispersed - primitive  EL:2130 AMEN:NH ND 32ft PT NW NS NR approx 7.6 mi NW of Roosevelt 33.746 -111.226,BERM,Bermuda Flat,NF
-110.743,34.305,BLAC/Black Canyon Rim  NF PH:928.537.8888/928.333.4301 mid may-mid nov  SITES:21 EL:7598 AMEN:NH ND 16ft VT DW NS NR approx 4.0 mi SE of Forest Lakes 34.305 -110.743,BLAC,Black Canyon Rim,NF
-109.08,33.057,BLAK/Black Jack  NF PH:928.687.1301/928.333.4301   SITES:10 EL:6276 AMEN:NH ND VT NW NS NR N$ approx 12.5 mi E of Clifton 33.057 -109.08,BLAK,Black Jack,NF
-111.201,34.591,BLUE/Blue Ridge  NF PH:928.477.5001/928.527.3600 mid may-mid sep  SITES:10 EL:6952 AMEN:NH ND 32ft VT DW NS NR L$ approx 41.4 mi SW of Winslow 34.591 -111.201,BLUE,Blue Ridge,NF
-110.876,31.727,BOGS/Bog Springs  NF PH:520.281.2296/520.388.8300   SITES:13 EL:5023 AMEN:NH ND 22ft VT DW NS NR L$ approx 11.2 mi SE of Green Valley 31.727 -110.876,BOGS,Bog Springs,NF
-109.355,32.011,BONC/Bonita Canyon - Chiricahua National Monument  NP PH:520.824.3560   SITES:22 EL:5361 AMEN:NH ND 29ft FT DW NS NR approx 32.5 mi SE of Willcox 32.011 -109.355,BONC,Bonita Canyon - Chiricahua National Monument,NP
-109.576,33.065,BONT/Bonito  NF PH:928.526.8231/928.527.3600   SITES:44 EL:6900 AMEN:NH ND 42ft FT DW NS NR  33.065 -109.576,BONT,Bonito,NF
-111.556,35.372,BONI/Bonito - Sunset Crater National Monument  NP PH:520.526.0866 mid may-mid oct  SITES:44 EL:6959 AMEN:NH ND 35ft FT DW NS NR approx 12.7 mi N of Flagstaff 35.372 -111.556,BONI,Bonito - Sunset Crater National Monument,NP
-111.75,34.969,BOOT/Bootlegger  NF PH:928.203.7501/928.527.3600   SITES:10 EL:5217 AMEN:VT NW NR approx 6.9 mi N of Sedona 34.969 -111.75,BOOT,Bootlegger,NF
-109.918,34.071,BOOL/Bootlegger  NF    SITES:10 EL:7081 AMEN:NH ND VT DW NS NR  34.071 -109.918,BOOL,Bootlegger,NF
-114.02,33.928,BOUS/Bouse Community Park  CP PH:928.667.2069   SITES:25  AMEN:E ND FT DW NS approx 0.9 mi W of Bouse 33.928 -114.02,BOUS,Bouse Community Park,CP
-111.66,33.74,BOXB/Box Bar  NF PH:480.595.3301/602.225.5201   SITES:20 EL:1526 AMEN:NH ND VT NS NR approx 22.9 mi NE of Scottsdale 33.74 -111.66,BOXB,Box Bar,NF
-109.413,33.876,BROO/Brookchar  NF PH:928.333.4372/928.333.4301 mid may-mid nov  SITES:13 EL:9012 AMEN:NH DP FT DW SH RS PA approx 17.7 mi SW of Eagar 33.876 -109.413,BROO,Brookchar,NF
-112.642,33.277,BUCK/Buckeye Hills Co Park  CP PH:623.932.3811 all year    AMEN:NH ND VT NW NS N$ approx 7.3 mi SW of Buckeye 33.277 -112.642,BUCK,Buckeye Hills Co Park,CP
-114.161,34.254,BUCK/Buckskin State Park  SP PH:928.667.3231 all year COMM:for res. call 928.667.3231 SITES:89  AMEN:E DP 35ft FT DW SH RS approx 10.2 mi NE of Parker 34.254 -114.161,BUCK,Buckskin State Park,SP
-109.355,33.768,BUFF/Buffalo Crossing  NF PH:928.339.4384/928.333.4301 mid may-mid oct  SITES:16 EL:7575 AMEN:NH ND 20ft VT DW NS NR L$ approx 13.4 mi SW of Alpine 33.768 -109.355,BUFF,Buffalo Crossing,NF
-111.203,33.626,BURN/Burnt Corral  NF PH:928.467.3201/602.225.5201   SITES:13 EL:1949 AMEN:NH ND 22ft VT DW NS NR L$ approx 4.9 mi SW of Roosevelt 33.626 -111.203,BURN,Burnt Corral,NF
